MKOA WA KIGOMA,,,,,,,,Scope of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Nyamugali,Nyamugali,15,Kikulazo,,0.4,1,,,1.0,3.0,4.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Nyamugali,Bulimanyi,16,Lulengera,,1.3,1,,,2.0,3.0,5.0,20,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Nyamugali,Bulimanyi,17,Mdyangoti,,2.0,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mwayaya,Mwayaya,18,Manyovu,,0.0,,,1,2.0,3.0,5.0,49,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mnanila,Nyakimue,19,Nyarutambwe A,,0.0,,1,,2.0,3.0,5.0,48,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mnanila,Nyakimue,20,Nyarutambwe B,,1.6,,1,,3.0,5.0,8.0,65,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mkatanga,Kitambuka,21,Nyamisale,,1.4,,1,,4.0,5.0,9.0,38,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mubanga,Mubanga,22,Kashara,,0.0,1,,,3.0,4.0,7.0,11,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mubanga,Mubanga,23,Nyabusalo,,0.9,,1,,2.0,3.0,5.0,9,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mubanga,Chagwe,24,Kibavu,,0.6,,1,,3.0,5.0,8.0,21,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mubanga,Chagwe,25,Kafunya,,0.7,1,,,2.0,4.0,6.0,18,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muhinda,Muhinda,26,Ruhuba,,0.0,1,,,4.0,4.0,8.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muhinda,Muhinda,27,Kigaraga,,2.9,1,,,6.0,6.0,12.0,58,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muhinda,Muhinda,28,Kikerenke,,0.0,1,,,6.0,6.0,12.0,49,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muhinda,Nyaruboza,29,Majengo,,0.7,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Rusaba,Rusaba,30,Kivoma,,1.5,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kilelema,Kilelema,31,Nyamori,,1.5,,1,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kilelema,Kilelema,32,Minazi,,0.4,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kajana,Kajana,33,Kumlambi,,0.9,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kajana,Kajana,34,Kisenga,,0.6,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mugera,Katundu,35,Nyamidaho,,0.4,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Mugera,Katundu,36,Mugogo,,0.6,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kibande,Kibande,37,Kirundo,,0.7,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kibande,Kibande,38,Masekulo,,0.6,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munzeze,Munzeze,39,Nyakelela,,1.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munzeze,Kigogwe,40,Muungano,,0.6,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munzeze,Murungu,41,Nyamiyanga,,0.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munzeze,Kishanga,42,Nyabigete,,0.9,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munzeze,Kishanga,43,Nyakame,,0.6,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kibwigwa,Kibwigwa,44,Buyaga,,0.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Kibwigwa,Kibwigwa,45,Kishangezi ' B',,0.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Bukuba,Bukuba,46,Nkungwe A,,1.4,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Bukuba,Bukuba,47,Nkungwe B,,2.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Bukuba,Kibuye,48,Buzebazeba,,2.5,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUMLA NDOGO,,,,,,48,,0.0,41.3,13,15,1,87.0,165.5,252.5,"2,351",85,"2,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nkungwe,Nyangova,1,Kabuta A,0.0,,,1,,4.0,5.0,9.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nkungwe,Nyangova,2,Rusunu A,0.5,,1,,,4.0,6.0,10.0,150,4,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nkungwe,Nyangova,3,Rusunu B,0.8,,,1,,4.0,5.0,9.0,195,3,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nkungwe,Nyangova,4,Rusunu Kati,0.8,,,1,,5.0,7.0,12.0,120,4,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Kizenga,5,Kaseke,,0.5,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Kizenga,6,Nyakiga Stoo,,0.0,,,1,5.0,10.0,15.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Kizenga,7,Nkuluba,,0.7,1,,,,,7.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Kizenga,8,Bweru,,0.0,1,,,,,9.0,150,4,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Bubango,9,Nyahande,,0.7,,1,,,,6.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Bubango,10,Kirundo,,0.8,1,,,,,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Bubango,11,Mwigagi,,1.7,,1,,,,6.0,200,6,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Bubango,12,Hwazi,,0.9,1,,,,,4.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Bitale,Bubango,13,Kumsenga,,0.9,1,,,,,4.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,14,Nyamweha Juu,,0.0,,1,,4.0,6.0,10.0,180,4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,15,Nyete Juu,,0.0,,,,4.0,4.0,8.0,147,2,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,16,Kasagamba,,0.0,,,,4.0,6.0,10.0,170,3,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,17,CCM Centre,,0.0,,1,,5.0,8.0,10.0,250,6,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,18,Kaseke,,0.0,,,,,2.0,2.0,30,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,19,Majengo A,,0.8,,1,,4.0,6.0,10.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkongoro,20,Majengo B,,1.0,,1,,4.0,6.0,10.0,180,4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Nyamhoza,21,Ngombe (Ngobye),,0.5,1,,,4.0,4.0,8.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Nyamhoza,22,Shaurimoyo,,0.4,1,,,,4.0,4.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkwaga,23,Kivuruga,,1.1,1,,,2.0,5.0,7.0,142,3,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkwaga,24,Mabwe,,0.5,1,,,6.0,8.0,14.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Mkwaga,25,Kitovu,,0.0,1,,,4.0,6.0,10.0,156,2,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Nyabigufa,26,Muhimbili,,0.8,1,,,5.0,6.0,11.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Nyabigufa,27,Nyamhoza Hill,,0.5,1,,,5.0,8.0,13.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Nyabigufa,28,Kimara,,0.0,1,,,4.0,6.0,10.0,140,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkongoro,Chankele,29,Buhagala,,0.0,1,,,2.0,4.0,6.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Matendo,Matendo,30,Majengo,,0.4,1,,,4.0,8.0,12.0,250,6,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Matendo,Matendo,31,Mkuti,,0.0,1,,,4.0,6.0,10.0,120,5,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Matendo,Pamila,32,Samwa,,0.5,1,,,4.0,6.0,10.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Kasange,33,Mwulile,,0.0,1,,,2.0,6.0,10.0,110,2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Kasange,34,Nyabutusi,,1.1,1,,,,6.0,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Kasange,35,Kitelama,,0.9,,1,,,6.0,6.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Nyarubanda,36,Shonge,,1.8,,1,,4.0,6.0,10.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Nyarubanda,37,Nyamagana,,0.0,,1,,4.0,8.0,12.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Nyarubanda,38,Kumusasa,,0.0,,1,,4.0,6.0,10.0,230,2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Nyarubanda,39,Mkagoti,,0.8,1,,,,6.0,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Nyarubanda,Nyarubanda,40,Karama,,0.0,,1,,4.0,8.0,12.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Kalinzi,41,Mganza,,0.5,1,,,,4.0,4.0,115,3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Kalinzi,42,Kabale,,0.7,1,,,,8.0,8.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Matyazo,43,Lavya,,0.0,,1,,4.0,7.0,11.0,157,4,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Matyazo,44,Kibira,,0.4,,1,,4.0,7.0,11.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Matyazo,45,Bugugo,,0.7,,1,,4.0,6.0,10.0,190,4,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Mlangala,46,Mlangala,,0.0,,1,,,,8.0,160,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Mlangala,47,Businde,,1.2,,1,,4.0,6.0,10.0,160,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Mlangala,48,Kisozi,,0.0,,1,,,7.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Mkabogo,49,Ruhinga ,,0.0,,1,,,,6.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Milinzi,50,Rubanga ,,0.5,1,,,4.0,10.0,14.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Milinzi,51,Kukabila,,0.5,1,,,4.0,6.0,10.0,240,4,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kalinzi,Milinzi,52,Bugale,,0.0,1,,,2.0,4.0,6.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Zashe,53,Mkwale,,1.5,1,,,2.0,6.0,8.0,242,2,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Zashe,54,Mwibore,,1.6,,1,,4.0,8.0,12.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Zashe,55,Misemele,,1.8,1,,,2.0,4.0,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Zashe,56,Mibombo,,1.7,1,,,4.0,6.0,8.0,145,2,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,57,Nyamirambo,,1.5,1,,,2.0,6.0,8.0,142,2,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,58,Kagunga Na. 1,,1.5,,1,,6.0,8.0,14.0,350,4,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,59,Makombe,,1.5,1,1,,8.0,12.0,20.0,400,6,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,60,Rusolo,,1.2,,,1,6.0,14.0,20.0,420,8,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,61,Mlama,,1.5,,1,,4.0,8.0,12.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagunga,Kagunga,62,Mkwale,,2.1,1,,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,63,Kashoko,,0.0,1,,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,64,Mpemba,,0.0,1,,,2.0,1.0,3.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,65,Mgazo,,0.0,1,,,2.0,3.0,5.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,66,Nyandiga,,0.0,,1,,4.0,6.0,10.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,67,Kamasa,,0.4,1,,,2.0,4.0,6.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Mwamgongo,68,Gombe,,2.8,1,,,1.0,2.0,3.0,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,69,Katandala,,1.0,,1,,2.0,6.0,8.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,70,Nyaburembo,,0.8,,1,,4.0,8.0,12.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,71,Legeza,,0.5,1,1,,6.0,12.0,18.0,450,6,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,72,Kilasa,,2.0,,1,,4.0,6.0,10.0,260,4,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,73,Bumba,,2.2,1,,,2.0,8.0,10.0,260,2,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,74,Kigara,,4.0,1,,,2.0,6.0,8.0,230,2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Kiziba,75,Kasugwe,,2.5,1,,,2.0,6.0,8.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,76,Kihangwe,,1.0,,1,,4.0,6.0,10.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,77,Mlolwa,,0.0,,,,2.0,4.0,6.0,130,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,78,Kalulu,,1.0,1,,,2.0,6.0,8.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,79,MwiTanga,,1.0,,1,,4.0,8.0,12.0,240,2,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,80,Sakwe,,0.5,,1,,4.0,6.0,10.0,160,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,81,Misonga,,1.5,,1,,2.0,6.0,8.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwamgongo,Bugamba,82,Munku,,0.0,1,,,,,2.0,20,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,MTanga,83,Kizuka,,0.0,1,,,,2.0,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,MTanga,84,Kazinga,1.5,,,1,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,Kigalye,85,Kigalye,3.0,,,1,,2.0,4.0,6.0,145,2,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,Kigalye,86,Nyantore,1.6,,1,,,4.0,8.0,12.0,220,2,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,Kigalye,87,Kananiye,2.0,,1,,,1.0,2.0,3.0,20,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Ziwani,Kalalangabo,88,Kichangani,,0.0,,1,,4.0,6.0,10.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mungonya,Kamara,89,Nyangwe,,0.3,1,,,4.0,7.0,11.0,210,10,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mungonya,Kamara,90,Kalongalonge,,2.4,,1,,4.0,8.0,12.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mungonya,Msimba,91,Balenzi,0.5,,,1,,4.0,6.0,10.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mungonya,Msimba,92,Kasaka B,,1.1,,,2,6.0,12.0,14.0,400,6,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Simbo,93,Simbo B kati,,0.6,,,,4.0,8.0,12.0,350,6,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Machazo,94,Machazo B,,0.9,,1,,4.0,8.0,12.0,220,2,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
