MKOA WA MBEYA ,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total
Mbeya,Mbarali,Mbarali DC,Mbarali,Rujewa,Rujewa TC,207,Nyaluhanga 'B',,1.5,0,2,0,4.5,3.0,7.5,147,3,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Rujewa,Rujewa TC,208,Nyaluhanga 'A',,3.3,0,1,0,2.5,2.0,4.5,66,4,70
Mbeya,Mbarali,Mbarali DC,Mbarali,Rujewa,Rujewa TC,209,Nyamtowo,,0.0,0,2,0,4.5,3.0,7.5,147,3,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,210,Mlomboji,,0.0,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,211,Maselemo,,2.0,1,0,0,1.5,1.0,2.5,48,2,50
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,212,Lyamnyonge,,2.2,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,213,Chalihumbi,,4.3,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,214,Arusha,,2.3,1,0,0,1.3,0.8,2.1,40,2,42
Mbeya,Mbarali,Mbarali DC,Mbarali,Lugelele,Rujewa TC,215,Mwanza,,3.5,0,1,0,1.6,1.0,2.6,50,2,52
JUMLA NDOGO,,,,,,215,,0.0,452.5,82,225,0,924.9,617.7,"1,542.6","29,109",681,"29,790"
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Tembela,Shibolya,1,Ntojo,,0.8,1,0,0,0.7,0.4,1.1,20,2,22
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Tembela,Shibolya,2,Hasengo,,0.0,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Tembela,Ilembo/ Usafwa,3,Isonso,,2.1,0,1,0,2.3,1.5,3.9,75,2,77
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo , Itambalila ,4,Masebe,,0.0,0,2,0,5.5,3.6,9.1,180,2,182
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo , Ikhoho ,5, Ileya,,2.7,0,2,0,5.9,4.0,9.9,196,2,198
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo , Ikhoho ,6,Isyasya,,0.9,0,2,0,3.6,2.4,6.0,118,2,120
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Izumbwe/ Usafwa ,7,Ntewela,,1.5,0,2,0,5.6,3.7,9.3,184,2,186
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Usoha Muungano,8,Ipenja,,0.6,0,2,0,5.5,3.6,9.1,180,2,182
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Usoha Muungano,9,Namba Moja,,0.7,0,2,0,3.8,2.6,6.4,126,2,128
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Usoha Muungano,10,Bondeni,,0.3,0,2,0,4.1,2.7,6.8,134,2,136
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Usoha Muungano,11,Njia Panda,,0.3,0,2,0,3.6,2.4,6.0,118,2,120
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Maendeleo ,Usoha Muungano,12,Kibaoni,,1.5,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Mbonile,13,Mwakibete,,0.5,0,1,0,2.3,1.5,3.8,72,3,75
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Wambishe,14,Nsonya,,1.4,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Wambishe,15,Hafurwe,,3.7,0,1,0,2.6,1.7,4.3,84,2,86
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Wambishe,16,Ikulila A,,0.5,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Wambishe,17,Ikulila B,,0.5,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Wambishe,18,Wambishe,,0.9,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Ihango ,19,Togwa,,4.5,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ulenje,Ihango ,20,Ilembo,,0.0,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igoma ,Mwanzazi ,21,Lundalawe,,6.0,0,2,0,3.0,2.0,5.1,98,3,101
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Inyala ,Shamwengo,22,Itondwe,,0.0,0,2,0,3.1,2.0,5.1,100,2,102
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Inyala ,Shamwengo,23,Utulivu,,1.5,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Inyala ,Darajani,24,Imezu Mjini,,2.1,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Nyalwela ,25,Ikuha,,3.2,0,1,0,2.8,1.9,4.7,92,2,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Nyalwela ,26,Nyalwela,,2.0,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Nyalwela ,27,Itete,,2.6,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Ngole,28,Muungano,,3.4,0,1,0,2.5,1.7,4.2,82,2,84
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Ngole,29, Mwambanga,,1.9,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ilungu,Ngole,30,Mabande,,0.9,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Haporoto,31, Itiliwindi,,0.5,0,1,0,2.6,1.8,4.4,86,2,88
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Haporoto,32,Shihokwa,,0.4,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Haporoto,33,Mwawayo,,0.5,0,2,0,3.5,2.3,5.9,115,2,117
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Haporoto,34,Sokolo,,0.0,0,2,0,4.3,2.9,7.2,140,3,143
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Haporoto,35,Iwindi,,6.5,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Idimi ,36,Makungulu,,0.9,0,2,0,5.0,3.3,8.4,165,2,167
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Idimi ,37,Majengo,,0.8,0,2,0,4.7,3.1,7.8,154,2,156
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Idimi ,38,Inyala,,0.8,0,2,0,6.1,4.1,10.2,200,3,203
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Idimi ,39,Kidungu,,1.1,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango, Mwabowo,40,Itigi,,0.8,0,2,0,4.6,3.0,7.6,150,2,152
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango, Mwabowo,41,Galilaya,,0.0,0,2,0,4.6,3.0,7.6,150,2,152
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Impomu,42,Shiwe,,1.6,0,1,0,2.8,1.9,4.7,90,3,93
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Impomu,43,Ilambo,,4.5,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Impomu,44,Linga,,0.6,0,1,0,2.2,1.5,3.7,73,1,74
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Iwanza,45,Songambele,,0.7,0,2,0,5.5,3.7,9.2,180,4,184
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Iwanza,46,Itete ',,5.5,0,2,0,3.0,2.0,5.1,100,1,101
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Iwanza,47,Ilolezya,,0.5,0,2,0,3.0,2.0,5.1,100,1,101
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Iwanza,48, Itete 'B',,0.5,0,2,0,3.0,2.0,5.1,100,1,101
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,49, Itaka,,0.5,0,2,0,3.2,2.1,5.3,104,2,106
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,50,Uzunguni A,,0.6,0,1,0,3.0,2.0,5.0,98,1,99
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,51,Uzunguni B,,0.4,0,1,0,2.9,1.9,4.8,94,1,95
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,52,Mbeye,,0.0,0,1,0,2.6,1.8,4.4,86,2,88
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,53,Ishinda,,3.9,0,2,0,9.1,6.1,15.2,300,4,304
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,54,Sibempe,,5.4,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ileya,55,Ibomani,,0.7,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ihango,Ipinda,56,Njenje,,1.4,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Lwanjilo,Lwanjilo,57,Nsalaga,,0.0,0,1,0,2.0,1.3,3.4,65,2,67
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Lwanjilo,Lwanjilo,58,Mbilwa,,3.0,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ijombe,Iwalanje,59, Ibowola,,2.0,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ijombe,Iwalanje,60,Isyema,,1.0,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ijombe,Iwalanje,61,Iwangwa,,1.0,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ijombe, Nsongwi Mantanji,62,Mpakani,,0.5,0,1,0,2.2,1.5,3.7,72,2,74
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ijombe,Nsongwi Juu,63,Simambwe,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,64, Iwejele,,2.1,0,2,0,14.6,9.7,24.3,480,6,486
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,65,Ujunjulu A,,2.0,0,1,0,1.9,1.3,3.2,62,2,64
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,66,Isenga,,1.5,0,1,0,1.7,1.2,2.9,56,2,58
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,67,Ujunjulu B,,1.5,0,2,0,3.1,2.1,5.2,102,2,104
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,68,Shifingo,,1.4,0,1,0,2.5,1.7,4.2,81,2,83
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Malowe,69,Intake,,1.5,0,2,0,3.5,2.4,5.9,116,2,118
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Lusungo,70,Manyala,,0.8,0,2,0,3.6,2.4,6.0,118,2,120
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Lusungo,71,Indolo,,1.3,0,1,0,2.5,1.7,4.2,81,2,83
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Lusungo,72, Lusungo,,1.3,0,2,0,4.6,3.0,7.6,150,2,152
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Lusungo,73,Nguvu kazi,,1.3,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Lusungo,74,Nsanyila,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Idiga,75,Kasale,,0.7,0,2,0,3.1,2.0,5.1,100,2,102
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Idiga,76,Sigodimwa,,0.8,0,2,0,9.1,6.1,15.2,298,5,303
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Idiga,77,Mbale,,1.4,0,2,0,6.0,4.0,10.1,198,3,201
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Songwe Viwandani ,78,Kaloleni,,0.0,0,2,0,11.7,7.8,19.5,384,6,390
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Songwe Viwandani ,79,Iwejele,,3.5,0,1,0,2.6,1.8,4.4,86,2,88
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Ikumbi ,80,Mgowela,,1.3,0,2,0,3.6,2.4,6.0,116,3,119
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Bonde La Songwe ,Ikumbi ,81,Malangali,,0.0,0,2,0,7.2,4.8,12.0,236,4,240
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Mshewe,82,Mpalule,,0.0,0,2,0,6.1,4.1,10.2,200,3,203
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Ilota ,83, Maporomoko,,0.0,0,2,0,3.6,2.4,6.0,116,3,119
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Muvwa ,84,Tononoka,,0.0,0,2,0,3.4,2.3,5.7,110,4,114
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Njelenje,85, Njela,,0.0,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Njelenje,86,Iwola,,5.0,1,0,0,0.6,0.4,1.1,20,1,21
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Njelenje,87,Ileya,,5.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mshewe,Mapogoro,88, Forest,,0.0,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,89,Ngelela,,0.0,1,0,0,1.3,0.8,2.1,40,2,42
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,90,Ipwizi juu,,0.0,1,0,0,1.0,0.6,1.6,30,2,32
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,91,Ipwizi kati,,1.5,1,0,0,0.8,0.5,1.4,25,2,27
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,92,Mapogoro,,1.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,93,Nindo,,1.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele, Ipwizi,94,Malwilo,,1.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Chang'ombe,95,Ndowela,,1.3,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Mjele,96,Mtakuja,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Mjele,97,Mayela,,1.7,1,0,0,0.6,0.4,1.1,20,1,21
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Mjele,98,Ilangali,,2.2,1,0,0,0.6,0.4,1.1,20,1,21
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Mjele,99,Kitusi,,1.9,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Mjele,Mjele,100,Iyanga,,4.6,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,101,453 Jua kali,,0.7,0,2,0,7.5,5.0,12.5,248,2,250
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,102,454 Kariakoo,,0.3,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,103,455 Mdonya,,0.0,0,1,0,2.9,1.9,4.8,94,2,96
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,104, Kiwanja,,0.0,0,2,0,7.7,5.1,12.8,254,2,256
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,105,Unguja,,0.0,0,1,0,2.8,1.9,4.7,92,2,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,106,Mbuwi,,0.3,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Ikukwa,107,Ukwaheri,,0.6,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,108,Magomeni,,0.0,0,2,0,8.5,5.6,14.1,280,2,282
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,109,Manzese,,0.2,0,2,0,9.1,6.0,15.1,300,2,302
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,110,Ostabay,,0.5,0,2,0,4.6,3.0,7.6,150,2,152
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,111,Kulasini,,0.5,0,2,0,4.6,3.0,7.6,150,2,152
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,112,Maji moto,,0.6,0,2,0,4.6,3.1,7.7,150,4,154
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,113,Wanga,,1.0,0,2,0,3.1,2.1,5.2,100,3,103
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,114,Simboya,,0.5,0,2,0,9.4,6.2,15.6,310,2,312
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Ikukwa,Simboya,115,Itombi,,4.5,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Shongo,116,Nkuyu,,0.0,0,2,0,5.7,3.8,9.5,186,3,189
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Shongo,117, Mbushi,,0.7,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Shongo,118,Ikeja,,3.0,0,1,0,1.7,1.2,2.9,56,2,58
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Shongo,119, Kawetele,,1.6,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Shongo,120,Matula,,0.0,0,2,0,3.4,2.2,5.6,110,2,112
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,121,Itete,,1.3,0,1,0,1.7,1.2,2.9,56,2,58
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,122,Isyesye,,0.8,0,2,0,5.7,3.8,9.5,186,3,189
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,123,Ihova,,3.3,0,1,0,2.9,1.9,4.8,94,2,96
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,124,Ilindi,,1.7,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,125,Ipembati,,1.9,0,2,0,3.2,2.1,5.3,104,2,106
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,126,Ing'oli,,1.0,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Igale,127,Isonso,,0.7,0,1,0,2.7,1.8,4.5,87,2,89
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,128,Isusa,,1.1,0,2,0,5.5,3.7,9.2,180,3,183
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,129,Ileya,,0.6,0,1,0,2.6,1.7,4.3,84,2,86
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,130,Laini,,0.0,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,131,Ibolelo,,1.1,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,132,Lutali,,1.7,0,2,0,5.3,3.5,8.8,172,3,175
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,133,Nsongole,,2.3,0,1,0,3.0,2.0,5.0,96,3,99
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Horongo,134, Njombo,,1.9,0,2,0,3.2,2.1,5.4,104,3,107
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,135,Mlima Baruti,,0.0,0,1,0,2.5,1.7,4.2,81,3,84
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,136,Nyula,,2.2,0,2,0,8.8,5.8,14.6,288,4,292
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,137,Kiwiga,,1.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,138,Luzwizi,,0.7,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,139,Mwashala,,1.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,140,Lusungo,,1.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Izumbwe,141,Itala,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Itaga,142, Mpongota,,1.5,0,1,0,2.1,1.4,3.5,68,2,70
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Igale ,Itaga,143,Izuo,,1.7,1,0,0,1.4,1.0,2.4,46,2,48
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,144,Shilongo,,0.0,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,145,MwanTanga,,1.3,0,1,0,2.9,1.9,4.8,94,2,96
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,146,Ilungu,,1.2,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,147,Mpejele,,1.6,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,148, Igawilo,,1.3,0,1,0,2.2,1.5,3.7,72,2,74
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,149, Hapyo,,1.0,0,1,0,2.0,1.3,3.4,65,2,67
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,150,Mwankobo,,1.4,0,1,0,1.7,1.2,2.9,56,2,58
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Swaya,151,Idunda,,2.3,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,152,Iduda,,1.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,153,Ibowola,,1.7,0,1,0,1.7,1.1,2.8,54,2,56
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,154,Masyeto,,1.0,0,1,0,2.0,1.3,3.4,65,2,67
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,155,Masoko,,0.8,0,1,0,2.3,1.5,3.8,74,2,76
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,156,Majembe,,1.0,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,157,Ilangale,,0.5,0,1,0,1.9,1.3,3.2,62,2,64
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,158,Itali,,2.9,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Nsenga,159,Honde,,1.0,0,1,0,1.7,1.1,2.9,55,2,57
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Lupeta ,160,Ibanga,,1.6,0,1,0,2.0,1.4,3.4,66,2,68
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Swaya,Lupeta ,161,Lupeta,,0.0,0,1,0,2.2,1.4,3.6,70,2,72
